borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
Outside NYC,25.051847396526185,2.414734451415135,4.114521730982657,Computer Information Systems,1,0,0,0,1,P
Queens,18.45529774864182,3.1926184755310367,1.2755939858850747,Computer Science,1,1,0,0,1,P
Outside NYC,19.549629815023263,3.45861254138846,13.454162703546935,Computer Information Systems,1,1,1,1,1,P
Brooklyn,27.536038157247432,2.4822067439277617,3.343079461431884,Computer Information Systems,0,0,0,0,0,P
Outside NYC,32.105772835432234,2.304173319893786,7.655705422878963,Computer Information Systems,1,1,1,1,1,P
Manhattan,24.07727255535621,2.711422561480659,8.642620056293234,Computer Information Systems,1,1,1,1,0,P
Brooklyn,28.632584704765883,2.5924951643618406,5.580685015153422,Computer Information Systems,1,1,1,0,1,P
Outside NYC,18.749864764112075,3.171365781341888,4.176090089340366,Computer Information Systems,0,1,1,1,0,P
Outside NYC,16.369789140253268,2.3567935260478725,2.3682696352777213,Computer Information Systems,0,1,1,0,1,P
Brooklyn,26.708126617141897,2.9341821551240153,2.959921905496471,Computer Science,1,1,0,0,1,P
Queens,23.502308257644398,2.4660552812048326,8.654079362898567,Computer Information Systems,1,1,0,1,1,P
Outside NYC,23.202181389093713,2.454581642730092,-4.023808010249811,Computer Information Systems,1,1,1,1,1,P
Queens,20.4653834362571,2.702117081434394,10.977329088422255,Computer Information Systems,0,1,1,0,1,P
Bronx,20.37611203848693,2.7085747650527376,8.415817284902671,Computer Information Systems,1,0,0,1,1,P
Queens,21.22073325767529,3.437373343083798,2.731662474808601,Computer Information Systems,0,1,1,1,0,P
Outside NYC,16.875855192524753,2.2589907129574645,6.233445417916036,Computer Science,1,1,1,1,0,P
Outside NYC,16.478034999324827,2.4532225071946305,5.857557685004602,Computer Science,1,1,1,0,1,P
Brooklyn,25.837692261322474,2.9192034639229694,1.9164581129472351,Computer Information Systems,1,1,1,0,1,P
Outside NYC,17.43980016528953,3.2284865222379953,8.17279577108538,Computer Information Systems,0,0,0,1,0,P
Staten Island,19.549854613170282,2.6501962941587296,-1.687075113226232,Computer Science,0,0,0,1,0,P
Staten Island,14.98676153423483,3.037472629607947,15.133143892779863,Computer Information Systems,1,0,1,1,1,P
Outside NYC,20.820805007513748,3.509122364468061,8.872295478594637,Computer Information Systems,1,1,0,1,1,P
Outside NYC,26.50066411254495,3.61465212972752,8.005764438140535,Computer Science,1,1,1,1,0,P
Brooklyn,21.45010786493862,3.029945342407145,3.095635693487319,Computer Information Systems,0,1,0,1,1,P
Brooklyn,14.912693357412525,3.146068467587422,1.7228462512111653,Computer Information Systems,1,1,0,1,1,P
Brooklyn,20.120790930170923,3.6193102740554672,1.970502315616562,Computer Information Systems,1,1,1,1,1,P
Brooklyn,24.29295880386241,3.6950926261684316,6.095698918728914,Computer Information Systems,0,1,1,1,1,P
Outside NYC,34.096698703649515,2.9147179296537438,5.457468216273913,Computer Information Systems,1,0,0,0,1,P
Outside NYC,25.094612075631787,3.699522997339905,5.76891512920084,Computer Science,1,1,1,0,0,P
Outside NYC,27.74373561944582,3.031120208693395,7.0224697364450615,Computer Science,1,0,0,1,1,P
Outside NYC,26.2361405110419,3.036319102708883,4.9395336555420855,Computer Information Systems,0,1,1,1,1,P
Outside NYC,28.763039231874224,4.023657409304711,8.80534326117476,Computer Science,1,1,1,1,0,P
Outside NYC,21.639764852005754,2.4558264372031378,4.791479492611567,Computer Information Systems,1,1,1,0,0,P
Queens,22.859762774358934,2.5017432555783214,4.40667700051345,Computer Information Systems,1,1,0,0,0,P
Bronx,28.244895765406532,3.13828232139827,11.505099870902658,Computer Information Systems,1,1,0,1,1,P
Staten Island,14.122891793427131,3.00135439571722,9.187005210304077,Computer Information Systems,1,0,1,1,1,P
Queens,23.00358128018193,3.2344989778482964,5.443544899371504,Computer Science,0,1,0,1,1,P
Queens,26.865292687652584,3.051016262318232,3.0464035908120652,Computer Information Systems,1,0,0,1,0,P
Outside NYC,21.10048324021246,3.1789718075003286,2.2405802677227706,Computer Information Systems,1,1,0,1,0,P
Bronx,23.67056443716443,3.4443047984088144,10.40722286878843,Computer Science,0,1,0,1,0,P
Brooklyn,16.435777947443327,2.9102272252312273,9.641214698093446,Computer Information Systems,1,1,1,1,0,P
Queens,25.547395015846295,2.46456032001515,4.208401495223302,Computer Information Systems,0,1,0,0,1,P
Queens,22.11456381520979,3.29686486650299,8.99406091558969,Computer Information Systems,0,1,1,1,1,P
Outside NYC,23.24674775059974,3.106333319207261,10.282087917574096,Computer Information Systems,1,0,0,1,0,P
Queens,22.698213705840033,3.1879544388215177,8.781658177203157,Computer Science,1,0,0,1,0,P
Bronx,21.170539015418843,3.5061186962593682,11.698451005576883,Computer Information Systems,1,1,1,1,0,P
Manhattan,18.8476934540074,2.523175588142337,9.069200730495805,Computer Information Systems,1,0,0,0,1,P
Queens,27.663809564756413,3.4310471359427615,8.307136271519994,Computer Information Systems,0,1,0,1,1,P
Outside NYC,23.045063254469515,2.847543753590756,13.854116356769328,Computer Science,1,0,0,1,0,P
Queens,22.536568424969158,2.7809011826072245,6.710674852276298,Computer Information Systems,0,1,1,1,1,P
Bronx,25.770683619291823,3.0192284305119155,6.479753751496007,Computer Science,1,0,1,1,0,P
Manhattan,24.19624329287053,3.1905798895171746,5.497544116550808,Computer Information Systems,1,1,0,0,0,P
Outside NYC,21.33833941827198,3.017766203253904,9.64904536168393,Computer Information Systems,1,1,0,0,1,P
Queens,20.908909835042664,3.184962228208273,13.831825021888394,Computer Information Systems,1,1,1,1,1,P
Queens,26.691053118520085,2.380295751586431,5.087358395009703,Computer Information Systems,1,0,1,1,1,P
Bronx,30.113328208933126,4.077948255725459,9.16445979650777,Computer Information Systems,0,0,1,1,1,P
Outside NYC,15.454676693496744,3.2551677203793963,3.981396592659862,Computer Science,1,1,1,1,1,P
Brooklyn,17.498815635423917,2.7003426331831597,12.513656996499392,Computer Science,1,0,1,1,0,P
Manhattan,28.26710736720647,2.714436291551374,4.432995352982634,Computer Information Systems,1,0,1,0,0,P
Manhattan,21.762662998039886,2.9786120250484305,9.535772366848569,Computer Information Systems,0,1,1,1,1,P
Brooklyn,25.265517296828428,3.4008594325834878,5.135001293867012,Computer Information Systems,1,0,0,1,1,P
Staten Island,24.648099640532546,2.798038810261217,1.4876499366299365,Computer Information Systems,1,0,0,1,1,P
Outside NYC,22.34546193325908,2.649104214211757,6.797103118101856,Computer Science,1,0,0,0,0,P
Outside NYC,23.01223053030417,3.34524532612632,4.309026112423384,Computer Information Systems,1,0,1,1,0,P
Outside NYC,20.052343450833252,3.4187293052445926,3.9264961579727524,Computer Information Systems,0,1,1,1,0,P
Manhattan,22.538365428713362,3.3893557153410687,-1.4356904761854778,Computer Information Systems,1,0,1,0,1,P
Outside NYC,16.04111326405766,3.264129085393042,5.652882632626895,Computer Information Systems,1,0,0,1,1,P
Outside NYC,17.13705667625021,2.2652571282065423,4.683493970743199,Computer Information Systems,1,1,1,1,0,P
Bronx,28.727437290630846,2.9183791187259285,4.201162434605036,Computer Information Systems,1,0,0,0,1,P
Outside NYC,27.519213458087666,2.5421755056384536,7.945757548732701,Computer Information Systems,1,0,0,1,1,P
Outside NYC,19.597867986381196,3.2107659708917047,8.553145892465261,Computer Science,1,1,1,1,1,P
Queens,19.72121932886312,2.538751009007326,3.879218327406896,Computer Information Systems,0,1,1,1,0,P
Outside NYC,17.891303796816246,2.570019759192536,8.602623926454395,Computer Information Systems,1,0,0,1,0,P
Queens,22.096243609909415,2.548858155041691,10.93003657369652,Computer Information Systems,1,0,1,0,0,P
Queens,33.63427679979223,2.9473002102154804,2.549811971278676,Computer Information Systems,1,0,0,1,1,P
Bronx,19.074051233885193,3.1435262751916953,9.325876460568827,Computer Information Systems,1,1,0,0,1,P
Staten Island,19.02973692669572,3.9320825201826857,11.996120832401006,Computer Science,1,1,1,1,1,P
Bronx,23.60626421511836,2.846097849961662,1.6109456872447492,Computer Information Systems,0,1,1,1,0,P
Staten Island,18.561472873618218,2.9960846753007364,5.3065931946358225,Computer Information Systems,0,1,0,1,0,P
Brooklyn,28.701812372166778,4.146316508668219,2.907576393130335,Computer Information Systems,1,1,1,1,0,P
Brooklyn,21.570990265707525,3.5125057305276854,5.71460055834244,Computer Information Systems,1,1,1,1,0,P
Queens,26.276425216916895,2.5299864510149157,5.012711226246314,Computer Information Systems,1,1,1,1,0,P
Brooklyn,20.976480517818615,2.397836825524461,10.03433953113095,Computer Science,1,1,1,0,0,P
Outside NYC,18.96105878546442,2.6947289968834607,8.654169836572889,Computer Science,0,1,0,1,1,P
Outside NYC,25.951639062397792,2.043438890003578,1.8581024619051663,Computer Science,1,0,0,0,0,P
Bronx,19.62308350795108,2.1937395759519367,15.300305893093533,Computer Science,1,1,1,1,0,P
Brooklyn,24.147630637233416,3.5642018302409917,7.537179402028408,Computer Information Systems,1,1,1,1,0,P
Queens,19.762686603148474,2.500710687714231,7.071770632881666,Computer Information Systems,1,1,1,0,1,P
Queens,30.92641325124953,2.9789212079731477,7.511746971659516,Computer Information Systems,1,1,1,1,0,P
Queens,18.09199244663088,3.2686921413283905,7.50911610674563,Computer Information Systems,0,1,1,1,1,P
Bronx,23.216266316983646,3.273140190369209,7.292779105724257,Computer Science,1,1,0,1,1,P
Staten Island,15.216036859494661,2.528861482694084,5.991841937033897,Computer Information Systems,0,1,1,0,0,P
Brooklyn,27.600474236655632,2.577068923870052,7.303331600103691,Computer Information Systems,1,0,1,1,1,P
Outside NYC,21.966625035482114,2.6269308982785087,5.2001504936145,Computer Information Systems,1,1,0,0,0,P
Manhattan,22.98598024564995,2.563388686817482,8.70009745104724,Computer Information Systems,1,0,1,1,0,P
Manhattan,26.539509909171244,3.1507202011136717,10.682562763519126,Computer Information Systems,0,1,0,0,0,P
Outside NYC,23.435611178841437,2.663902025966365,14.297619466778242,Computer Information Systems,0,1,0,1,1,P
Manhattan,25.07987179250395,2.172195099233274,6.825663867772147,Computer Information Systems,1,1,0,1,1,P
Manhattan,27.403405128504893,2.680943260774245,-2.3523433281497717,Computer Information Systems,0,1,1,1,1,P
Outside NYC,21.279864348481503,1.7351923718828712,-0.3747099666298048,Computer Information Systems,1,0,0,0,1,P
Queens,25.84309344037046,3.3136548927678398,5.531857870710953,Computer Science,1,1,1,0,1,P
Outside NYC,24.20480278562604,2.496914984278563,-0.9078701330216914,Computer Information Systems,1,1,1,1,0,P
Outside NYC,14.621491710262664,3.394252016272824,4.439539342296312,Computer Information Systems,0,1,1,1,0,P
Outside NYC,22.40307435042246,2.918471921721126,5.379935922550533,Computer Information Systems,1,1,0,0,0,P
Outside NYC,13.04098398088562,2.871538742046768,1.9238926689264533,Computer Science,1,0,1,1,0,P
Queens,23.048422021586195,4.253280218675608,3.8226780491632097,Computer Information Systems,0,1,1,1,1,P
Outside NYC,28.263248682125745,3.366806235147758,6.215348899684296,Computer Information Systems,1,0,1,1,1,P
Brooklyn,24.91863812216605,2.9257192003818977,7.018529101029246,Computer Information Systems,1,1,1,1,0,P
Bronx,19.758181481442833,2.6634950554726053,4.209992569252631,Computer Information Systems,1,1,0,1,1,P
Brooklyn,23.797903672516163,2.9626678328046303,8.577231733067602,Computer Information Systems,0,1,0,1,0,P
Brooklyn,26.5172876996099,3.6093943306585654,6.868234147914886,Computer Information Systems,1,0,0,1,0,P
Bronx,24.628935249163415,3.1647107219984107,13.195411602660215,Computer Information Systems,0,0,0,1,1,P
Bronx,29.176372834394396,3.0373265151397866,5.992756721339895,Computer Information Systems,1,1,1,1,1,P
Bronx,25.86796335223141,2.5312042253679414,7.812027089410752,Computer Information Systems,1,0,1,1,0,P
Bronx,22.30621833865064,2.857137368696664,12.96810944767353,Computer Information Systems,0,1,1,0,1,P
Bronx,28.020139982663032,2.935679279240889,13.698692458098781,Computer Science,1,1,0,1,1,P
Bronx,28.693626674527643,3.5989242806951407,3.0001205024600863,Computer Information Systems,0,1,0,1,1,P
Outside NYC,23.536224084798977,3.18307370615714,5.038881234609039,Computer Information Systems,0,1,0,1,0,P
Outside NYC,25.189119369414808,2.0963416318097066,14.102611820689726,Computer Science,1,1,1,1,1,P
Bronx,16.228446839253465,2.6800353166507787,15.029703499912502,Computer Information Systems,0,1,0,1,0,P
Bronx,26.162007131309654,2.3193808407153287,3.3741213714577234,Computer Information Systems,1,1,1,1,1,P
Queens,22.811933977078343,3.400433425347187,10.356159037165513,Computer Information Systems,1,1,0,1,1,P
Brooklyn,26.307133361849413,3.95788558168472,6.053155467361855,Computer Information Systems,1,1,1,1,1,P
Queens,29.172751749190347,3.1692557817763447,7.326139010310405,Computer Information Systems,1,0,1,0,1,P
Manhattan,13.774161002813873,3.2349413452600695,-1.1788571829729673,Computer Information Systems,1,1,1,1,0,P
Outside NYC,24.606243663033478,2.7859206871404445,7.277804712467038,Computer Information Systems,1,1,1,1,1,P
Queens,27.71686487856093,3.4807297962818184,7.194268071515943,Computer Science,1,0,1,1,1,P
Brooklyn,25.77373892765329,2.954262694012888,1.09057885572635,Computer Science,1,1,1,1,1,P
Outside NYC,22.356385353948312,2.8069965622160833,10.74680537375557,Computer Information Systems,1,1,1,1,1,P
Outside NYC,31.890017323458345,3.1441113291415577,4.169978174979725,Computer Information Systems,1,1,1,1,1,P
Brooklyn,21.454034079328405,3.587261434658602,14.912175551360697,Computer Information Systems,0,1,1,1,1,P
Outside NYC,28.844994097193847,2.8024410495259446,1.627781164618666,Computer Information Systems,1,1,0,1,0,P
Bronx,29.053730717755002,2.1758056303915554,5.350746752177083,Computer Information Systems,1,0,0,1,0,P
Outside NYC,28.514997270968934,2.9307768568861223,5.843105075960942,Computer Information Systems,1,0,1,1,0,P
Manhattan,25.65816058484006,2.7619633328067383,8.0332974891807,Computer Information Systems,1,1,1,1,1,P
Manhattan,13.955163091128561,2.9129213928431668,11.803979693257151,Computer Science,1,1,1,1,1,P
Brooklyn,27.03557486598109,2.8931690351468866,14.016722478867965,Computer Science,1,1,1,1,0,P
Manhattan,20.28072271989404,2.7679081599878606,1.321701653725543,Computer Information Systems,1,0,1,1,1,P
Bronx,19.52741849302626,2.6515304093406797,8.162406811747193,Computer Science,1,1,1,0,0,P
Outside NYC,21.146980556036386,2.911459773762565,6.255903509908462,Computer Information Systems,1,0,1,1,1,P
Bronx,30.956204766404696,3.7264826389241352,2.9923626499543374,Computer Science,0,0,1,1,1,P
Brooklyn,23.374729623339604,2.9099666829085855,10.886947536477793,Computer Science,0,0,1,0,0,P
Manhattan,24.197203979957344,3.246168975976895,6.698780131280949,Computer Science,1,0,1,1,0,P
Brooklyn,21.41991486777985,3.549444672273739,13.89235054562575,Computer Information Systems,1,1,1,1,0,P
Bronx,23.27847981014123,3.281125804245988,0.26745946754163263,Computer Information Systems,1,1,0,1,1,P
Manhattan,22.01544967027672,3.4319913419752544,3.0998193288508817,Computer Information Systems,1,1,1,0,0,P
Queens,20.792133922400502,2.117542346949394,7.772581865969093,Computer Information Systems,1,0,0,0,1,P
Queens,23.066755910900014,2.8871932289487434,10.397150608256155,Computer Information Systems,0,1,0,0,0,P
Brooklyn,22.901803411433836,3.459336480748882,0.322042146802489,Computer Information Systems,1,0,0,1,0,P
Outside NYC,22.27155741706423,3.5943837482258836,8.481086812943012,Computer Information Systems,1,0,1,0,0,P
Brooklyn,18.072865234524258,2.6903376234687446,12.290892100908552,Computer Information Systems,1,1,1,0,0,P
Queens,18.13943861664893,3.1469875252737625,6.920144385210685,Computer Information Systems,1,0,0,1,1,P
Brooklyn,21.721337849490872,2.9943107513019496,3.24706198636824,Computer Science,0,1,1,0,1,P
Outside NYC,25.004813344100405,3.0979797039839143,9.486992117811965,Computer Information Systems,1,1,0,0,1,P
Brooklyn,23.927070843408668,3.6575441439141407,15.725806633174129,Computer Information Systems,1,1,1,1,1,P
Bronx,25.092200603148523,3.5123571032915333,5.804075312390811,Computer Information Systems,1,1,1,1,1,P
Outside NYC,26.002254450672012,2.644401016927316,3.018604656706127,Computer Science,0,1,0,1,0,P
Brooklyn,18.669710134007595,2.6790066160971797,-0.6104913449085778,Computer Science,1,1,0,1,0,P
Outside NYC,19.384218024671927,2.470971248349461,0.670728988738289,Computer Science,1,1,0,0,0,P
Brooklyn,20.345680547416464,2.384870746882064,-8.152430893089235,Computer Information Systems,0,0,0,1,1,P
Brooklyn,24.990471658072718,3.3880127803797957,6.360692885749957,Computer Science,0,0,1,1,1,P
Bronx,25.096126663060303,4.034916919439828,5.528594092563598,Computer Science,0,0,0,1,1,P
Brooklyn,19.851461083949587,2.177671980385764,5.680562974432893,Computer Science,0,1,0,0,1,P
Bronx,21.89921905755459,2.981900521063688,8.02935840370248,Computer Information Systems,1,1,0,0,1,P
Outside NYC,19.92720615196392,3.1318398839803336,0.3701061084032409,Computer Information Systems,1,0,0,1,0,P
Outside NYC,17.740673656392648,3.121366917977019,3.8994975263795104,Computer Information Systems,1,1,0,1,1,P
Queens,23.461248787853638,3.030884421715892,4.39113297721889,Computer Information Systems,0,1,0,0,0,P
Bronx,20.59187614072016,2.709038191608807,4.036987600910484,Computer Science,1,1,0,1,0,P
Outside NYC,22.12199934404586,3.4932297641624346,-1.5920169509163573,Computer Science,1,1,1,0,1,P
Bronx,26.96552133187481,2.902955571545805,-3.2083342447667462,Computer Information Systems,1,1,1,0,1,P
Outside NYC,19.829031186255236,2.8931445060513106,10.881687478179881,Computer Information Systems,1,1,1,1,0,P
Manhattan,27.26320138530205,2.610776371865754,6.391918795335652,Computer Science,1,1,0,1,1,P
Outside NYC,21.623426117845625,2.681734264831564,5.188223903723702,Computer Science,0,1,0,1,1,P
Outside NYC,23.22874614285103,3.857988575321845,5.382017146561802,Computer Information Systems,1,1,1,1,1,P
Brooklyn,27.514420144445758,2.7834148161537633,8.49413715838148,Computer Information Systems,1,1,1,1,1,P
Manhattan,15.71613198419086,2.1123124974302394,5.145686897193808,Computer Information Systems,1,1,1,0,0,P
Brooklyn,28.380184776096396,3.145940917437589,8.823067603435254,Computer Information Systems,1,1,1,1,0,P
Queens,23.2225812750086,3.1588463097346193,1.0547598196836994,Computer Science,0,1,1,1,1,P
Outside NYC,23.779940818491095,3.200312588589529,2.0872705602200226,Computer Science,0,0,0,1,1,P
Brooklyn,21.775735750612892,4.4268392508097,13.725625785763912,Computer Science,1,0,1,1,1,P
Outside NYC,26.563536417422466,2.7144039160841134,2.303804560689199,Computer Information Systems,1,1,1,0,1,P
Brooklyn,23.2980634214478,2.1056345690458675,12.20024354136549,Computer Information Systems,1,1,1,1,1,P
Brooklyn,27.74512222247484,2.9255029771766856,5.129514072670003,Computer Information Systems,0,0,0,1,0,P
Bronx,18.701309446276262,3.0399334837851293,3.113168342624755,Computer Science,1,1,1,1,1,P
Queens,28.069731701983134,3.2612428372597018,3.2381404546203774,Computer Information Systems,1,1,0,0,0,P
Brooklyn,19.562786798403128,3.192991342034768,5.250236191868961,Computer Science,1,0,1,1,0,P
Outside NYC,23.924087099248336,4.226253813100518,6.777718286481655,Computer Information Systems,0,1,1,1,1,P
Bronx,21.32585151132165,2.1490308989489155,5.677902930187621,Computer Information Systems,0,0,1,1,1,P
Brooklyn,27.766257955153957,2.452878138426584,11.54649610441715,Computer Information Systems,1,1,1,1,0,P
Outside NYC,21.23203651665889,2.6151860340114297,5.462978726371905,Computer Science,1,0,0,1,0,P
Outside NYC,22.488608448137462,3.2494568986266166,5.79000945015054,Computer Science,0,0,1,1,0,P
Outside NYC,17.870418685934528,2.5121792812273216,7.987142761300398,Computer Information Systems,1,0,1,0,1,P
Staten Island,17.64089263681513,2.8378634476126092,4.285791207812884,Computer Science,1,1,1,1,1,P
Queens,14.411277194106084,2.408590167132949,9.100016208081382,Computer Information Systems,1,0,1,1,1,P
Queens,25.67345094490116,3.500187966185749,11.728279340756494,Computer Information Systems,1,0,0,0,0,P
Manhattan,20.971525994200633,3.677933612190211,5.353765481890471,Computer Information Systems,1,1,1,1,1,P
Outside NYC,20.654368870497606,3.576133801267649,6.130743856375572,Computer Information Systems,0,0,0,0,1,P
Outside NYC,25.522077307225672,3.028994990579826,6.729278253075856,Computer Science,1,1,1,1,1,P
Outside NYC,20.778033723388813,2.836986038100098,8.494750410925176,Computer Information Systems,1,1,1,0,1,P
Outside NYC,20.01197754199522,3.4557069574970574,7.926957069147657,Computer Information Systems,1,0,0,0,0,P
Manhattan,21.690530632934628,2.8020827082148383,11.349932221647016,Computer Information Systems,1,1,1,0,1,P
Bronx,21.891621945865182,2.476583191966424,2.3822847743258344,Computer Information Systems,1,1,0,1,0,P
Outside NYC,23.45890474672684,2.770062266900842,7.108897771324946,Computer Information Systems,1,0,1,1,1,P
Outside NYC,26.59870360237777,2.774619140894546,9.335072074566245,Computer Information Systems,1,1,1,1,0,P
Brooklyn,18.005759523806944,2.322257706080625,2.7806708355930536,Computer Information Systems,1,0,1,1,0,P
Manhattan,20.93228851202486,3.482092381197191,3.7404549455137084,Computer Science,0,1,0,0,0,P
Outside NYC,30.810942151769687,3.1005998441845226,-1.331972049147562,Computer Information Systems,1,0,1,1,0,P
Outside NYC,25.398977819572963,2.5959319944669472,4.395662096394,Computer Information Systems,0,0,1,1,1,P
Outside NYC,26.450316887570473,2.546228207149613,5.4378659568795475,Computer Information Systems,1,1,1,1,0,P
Brooklyn,22.365871061049663,3.469741347969323,4.413068811967129,Computer Information Systems,1,1,0,1,1,P
Brooklyn,26.283933882037132,2.395029901483864,2.534231813183715,Computer Information Systems,1,0,1,0,1,P
Brooklyn,21.168611660292996,3.0410401169597034,5.224188542128584,Computer Information Systems,1,1,0,1,0,P
Bronx,27.253159784875834,3.551349851826748,13.188181619877437,Computer Information Systems,0,1,0,1,0,P
Manhattan,25.07462471518116,3.303010080117296,8.75106200006029,Computer Information Systems,1,1,0,1,0,P
Brooklyn,21.001988566898298,2.774149716744212,7.660434013749207,Computer Information Systems,1,1,0,1,1,P
Brooklyn,25.25100225099006,2.9600380348908018,5.026093738401694,Computer Information Systems,0,1,1,1,0,P
Outside NYC,21.703924880971584,2.8539036715333825,5.672739995882876,Computer Information Systems,0,0,0,0,1,P
Bronx,21.51570935469774,2.5358134503954832,11.552457276468887,Computer Information Systems,1,1,0,1,1,P
Queens,22.712424552653825,3.9677055822295837,6.990851741182339,Computer Science,1,0,1,1,0,P
Manhattan,20.486954307209214,2.65953452995843,6.174108529688906,Computer Information Systems,0,1,0,1,0,P
Outside NYC,22.389404226092754,3.555859966011031,3.170847048093913,Computer Information Systems,1,0,0,1,0,P
Brooklyn,17.684461830880227,3.019054799029294,7.343274571490122,Computer Information Systems,1,1,1,1,0,P
Bronx,28.17510690401096,2.7852973471895965,3.7013513985472994,Computer Information Systems,1,0,0,1,1,P
Outside NYC,16.66940032218,2.2946553950786237,14.805704623978452,Computer Science,0,1,1,1,1,P
Outside NYC,23.91247310839088,2.7550900706778165,9.51226707814718,Computer Information Systems,0,1,1,1,0,P
Brooklyn,19.72702858562486,2.2579806474569275,10.874271435102703,Computer Information Systems,0,1,0,0,1,P
Brooklyn,28.02022240449885,3.292976326673835,3.9203595599329146,Computer Information Systems,0,0,0,1,1,P
Queens,25.009080896910405,2.8160139702029023,6.921112781772181,Computer Information Systems,1,0,1,1,1,P
Outside NYC,25.104401928604428,3.090548465382139,2.064528483691334,Computer Information Systems,1,0,0,1,0,P
Manhattan,21.186485837637125,3.669175470463577,6.499068178587814,Computer Information Systems,1,1,1,1,0,P
Bronx,22.76872226037991,3.4408835902026165,0.7779646296898548,Computer Science,1,1,0,1,0,P
Outside NYC,23.197440189950047,3.89226482685838,7.761345293840003,Computer Science,1,1,0,1,0,P
Outside NYC,24.368711534350155,2.4002793149444037,15.261284318519946,Computer Science,1,1,1,0,1,P
Bronx,20.740089492454047,3.0565872750342127,3.6836493223631916,Computer Information Systems,1,0,1,1,0,P
Outside NYC,29.83682174809397,3.6903240537052193,5.457937938825148,Computer Information Systems,1,1,1,1,0,P
Queens,26.931864247893554,3.115783410137082,4.419054341343086,Computer Information Systems,0,1,1,1,0,P
Manhattan,20.797327111268757,3.1169630219719413,6.128635404634238,Computer Science,1,1,1,1,0,P
Brooklyn,22.689184084993478,2.6935683390384346,0.36042569013199266,Computer Information Systems,1,0,1,1,0,P
Outside NYC,26.96367830975536,2.546236808405368,7.8227984497664025,Computer Science,0,1,1,1,0,P
Brooklyn,24.306571959621166,3.0097453062491732,3.9939302602353246,Computer Science,1,1,1,1,0,P
Bronx,23.735494278330755,2.3691136619921265,10.246439821946481,Computer Information Systems,1,1,1,0,1,P
Manhattan,21.757104828893517,2.7055898879210507,9.419581718525178,Computer Information Systems,0,0,1,1,0,P
Outside NYC,23.96800330947428,3.3366475419814905,2.780203194968159,Computer Science,0,1,0,1,0,P
Bronx,26.501715374753907,2.173488346047222,4.738135296673506,Computer Information Systems,0,1,1,1,1,P
Outside NYC,19.385521126775156,2.406477907544541,3.075532437671153,Computer Science,1,1,1,0,0,P
Manhattan,26.0511330293322,4.035140618569463,6.652606087836098,Computer Information Systems,0,1,1,0,0,P
Outside NYC,32.68924767251332,3.241323683049254,3.9454559924310244,Computer Science,1,0,1,1,1,P
Manhattan,15.55166987886582,3.027065396649011,6.398749775765022,Computer Information Systems,0,1,1,1,1,P
Bronx,22.327497629432763,3.4915569213073945,13.726106379517066,Computer Science,0,1,1,1,1,P
Queens,18.128019854971342,3.260756763296258,4.4021140220597275,Computer Information Systems,1,1,1,0,0,P
Brooklyn,24.883913768656704,2.8219454811246503,12.030976011272589,Computer Science,1,1,0,1,1,P
Manhattan,23.99995383510602,3.419340901801361,12.392734463850037,Computer Science,1,0,1,1,1,P
Outside NYC,25.710816396111518,2.5038647155370093,10.334171619439925,Computer Information Systems,1,1,0,1,0,P
Queens,23.250558641788995,3.596930483611728,9.63689988685661,Computer Science,1,0,1,1,1,P
Manhattan,18.279861265234274,3.7166417159388767,6.111016686151893,Computer Information Systems,1,0,1,1,0,P
Outside NYC,24.005879719384314,3.4403695806772,4.547025462302575,Computer Information Systems,0,1,1,1,0,P
Brooklyn,21.69524862523688,2.684231499116432,5.48385919959987,Computer Information Systems,1,0,0,1,1,P
Queens,27.020221139912397,2.312217214523542,2.9592218939537975,Computer Information Systems,0,1,0,1,0,P
Manhattan,20.810182736465276,3.4496648897292133,8.196502990407808,Computer Information Systems,0,1,0,1,1,P
Bronx,23.447777935301602,2.3764637699378395,8.591798653087485,Computer Information Systems,1,1,1,1,1,P
Outside NYC,20.333254951550522,2.711824022362864,3.7861212889781806,Computer Information Systems,0,1,1,1,1,P
Manhattan,22.912458139449694,3.179536053946283,3.6678736903239435,Computer Science,0,1,1,1,0,P
Outside NYC,22.431514910856635,2.6762641760069745,4.839407407531413,Computer Information Systems,0,1,1,0,1,P
Brooklyn,28.537720663796378,1.8800791061671644,-0.0707302065262212,Computer Science,1,1,1,1,1,P
Brooklyn,22.555093305091468,3.5178341805436926,14.437860844484115,Computer Information Systems,1,1,1,0,0,P
Bronx,25.7459388679258,3.134215979556847,2.2783457800507994,Computer Science,0,1,1,1,1,P
Bronx,29.657635194745485,2.6504945746386257,1.4576809443693115,Computer Information Systems,1,0,1,1,0,P
Outside NYC,27.639062232188238,2.2253386503840136,8.38947687507765,Computer Information Systems,1,0,1,1,1,P
Bronx,32.70863211918659,2.5018038123123585,5.016413177051191,Computer Information Systems,1,0,0,1,1,P
Outside NYC,21.789997860264798,2.4766254201242655,5.627095404758659,Computer Information Systems,1,1,0,0,0,P
Brooklyn,26.128916202108012,2.7172515409506057,7.454467751160475,Computer Science,1,1,1,1,1,P
Queens,25.59762753702428,2.6279991385873656,2.4923997736860524,Computer Information Systems,1,1,0,0,1,P
Bronx,26.98760479676625,3.859903029678999,6.8684803629789695,Computer Information Systems,1,0,1,1,1,P
