,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
9730,Outside NYC,25.203639947880202,3.393597033196768,2.8971516126352443,Computer Information Systems,1,1,1,0,1,P
9731,Bronx,22.709144947346058,3.7428855361787625,12.703277238530138,Computer Information Systems,1,0,1,1,0,P
9732,Outside NYC,23.48174535177253,2.8094144504817797,5.231057076117438,Computer Information Systems,1,1,1,1,1,P
9733,Queens,22.210614775924217,3.279621743476633,-0.15945274941275045,Computer Science,1,1,1,0,0,P
9734,Outside NYC,21.339447963705314,2.9497165429516374,11.842962849260616,Computer Information Systems,1,1,1,1,1,P
9735,Brooklyn,26.337233434434918,4.299577569366024,5.539211095155866,Computer Information Systems,1,1,1,1,0,P
9736,Manhattan,23.336043727704187,4.072091638080739,5.707577909784127,Computer Information Systems,1,0,0,1,1,P
9737,Manhattan,20.29934473731612,3.4048340525902026,7.158824472756967,Computer Information Systems,0,1,1,0,1,P
9738,Outside NYC,22.73214071296663,2.677999153919912,10.37341937155633,Computer Information Systems,0,1,0,1,1,P
9739,Outside NYC,20.588002774297845,3.115838575482287,5.433302024432259,Computer Information Systems,1,1,0,1,1,P
9740,Brooklyn,18.508021665734415,3.2766494823596304,0.6383952861441093,Computer Information Systems,1,0,1,0,1,P
9741,Outside NYC,20.902263738871913,3.424863390117486,5.2730319654621995,Computer Information Systems,0,1,1,0,1,P
9742,Outside NYC,21.56353105891725,2.215239359035173,6.249273966954266,Computer Science,0,1,1,1,0,P
9743,Outside NYC,20.580994824020642,3.2796591955394265,3.3618035658638914,Computer Science,1,0,1,1,1,P
9744,Outside NYC,20.16931085589444,2.9956607776243303,3.633506892367951,Computer Information Systems,1,1,0,1,0,P
9745,Bronx,18.360270647251962,3.4133862404848023,6.128416538658046,Computer Information Systems,0,0,1,1,1,P
9746,Brooklyn,20.459006789794888,2.3153563107515387,9.972288113886533,Computer Information Systems,1,0,1,0,0,P
9747,Queens,26.624266091102214,3.5917310338701975,4.064008099372842,Computer Information Systems,1,1,1,0,1,P
9748,Bronx,25.78464793424323,3.044420015047973,9.231037506440202,Computer Information Systems,0,1,1,0,0,P
9749,Brooklyn,22.398974747629836,2.7485325624965258,1.364011082632823,Computer Information Systems,1,0,0,1,1,P
9750,Brooklyn,23.55170951476903,3.7404020065490524,10.847856808810379,Computer Information Systems,1,0,1,1,0,P
9751,Manhattan,19.028977776753052,3.056118264179905,-0.4637456835431264,Computer Information Systems,1,0,0,1,1,P
9752,Outside NYC,21.371278688342542,3.023701361989245,0.923850135257152,Computer Information Systems,1,1,1,0,1,P
9753,Brooklyn,13.887389346588758,2.2170960107913418,12.106313917641497,Computer Information Systems,0,1,1,1,0,P
9754,Bronx,26.936305780997348,2.857629408526741,8.70039474720118,Computer Science,1,1,1,1,1,P
9755,Brooklyn,23.439977615831143,2.0457869586041904,9.555294425169413,Computer Information Systems,1,1,1,0,0,P
9756,Brooklyn,26.54732460108994,2.506398169462939,9.91316861634003,Computer Information Systems,1,1,0,1,1,P
9757,Bronx,22.110686528252746,3.8913470455771613,4.249878937526466,Computer Science,1,0,1,1,1,P
9758,Outside NYC,24.00475533022875,2.584481939415983,1.6634065730754344,Computer Information Systems,1,1,1,1,0,P
9759,Outside NYC,20.328425804859357,3.4412460171356933,8.70880103632809,Computer Information Systems,0,0,1,0,1,P
9760,Outside NYC,21.371196096017755,3.3748647556623226,3.666021389735367,Computer Science,0,0,0,0,0,P
9761,Bronx,22.329339012119007,3.570637143767858,5.497825218293442,Computer Science,1,1,1,0,1,P
9762,Outside NYC,23.11696504505479,2.273904218954884,19.04993645839059,Computer Information Systems,1,0,1,1,0,P
9763,Brooklyn,18.196662712208724,3.117331039907055,-0.05996760389959732,Computer Information Systems,1,1,1,0,0,P
9764,Bronx,18.6521096965906,3.047446368324235,8.242503768026415,Computer Information Systems,1,1,1,1,0,P
9765,Outside NYC,17.370872713028945,4.091233593731084,3.6895729924436393,Computer Information Systems,1,0,1,1,0,P
9766,Outside NYC,16.44066574910122,2.2563344883642764,6.634922790070942,Computer Science,1,1,1,1,1,P
9767,Queens,23.704836962342707,2.6703320210937593,5.669297046929843,Computer Information Systems,1,1,0,0,1,P
9768,Brooklyn,25.864210594186435,3.5326404216109273,7.498088485723774,Computer Information Systems,0,1,1,1,1,P
9769,Queens,22.212573964066458,4.108776693160113,17.357556410149336,Computer Information Systems,1,1,1,1,0,P
9770,Bronx,21.08477539559163,3.361438390926459,9.077684203844317,Computer Information Systems,1,1,1,1,0,P
9771,Brooklyn,15.920519100368836,3.7936501200828183,3.896733822221218,Computer Information Systems,1,1,1,1,1,P
9772,Outside NYC,24.243141460891305,1.9952688945731845,10.665220584894875,Computer Science,1,1,0,0,1,P
9773,Brooklyn,22.48356867622606,2.3954489057724606,1.51345546874792,Computer Information Systems,1,0,0,1,0,P
9774,Brooklyn,21.28394266181524,2.8087555356879736,1.8472411321817965,Computer Information Systems,1,0,1,0,1,P
9775,Staten Island,23.57495916285569,3.4089036824705916,10.258653195120322,Computer Science,1,0,1,0,1,P
9776,Outside NYC,20.587236396756083,3.675878874804364,-0.7851816673199732,Computer Information Systems,0,0,1,1,1,P
9777,Outside NYC,25.416172031182715,2.233231820421206,0.9248294910214954,Computer Science,1,1,0,1,1,P
9778,Manhattan,21.18226128956614,2.411593139683738,8.445433607939194,Computer Information Systems,1,1,1,1,0,P
9779,Bronx,24.383725320769116,4.7487151112961685,8.488159805009625,Computer Information Systems,1,1,0,0,1,P
9780,Outside NYC,22.92469420467936,4.239739114166419,10.805052822251703,Computer Information Systems,1,1,0,0,1,P
9781,Bronx,19.841350163731878,3.696914306333077,9.976876722746612,Computer Information Systems,1,0,0,1,1,P
9782,Outside NYC,22.040236770607056,3.8776466983361626,-0.6660536277227482,Computer Science,1,0,0,1,1,P
9783,Manhattan,30.398701964280797,2.038105229256164,0.13232497263816168,Computer Information Systems,1,1,1,0,1,P
9784,Outside NYC,25.62468631020023,3.044860872620324,-0.966330092680229,Computer Information Systems,0,1,1,1,1,P
9785,Queens,28.10173185843069,2.8502389343665615,3.9127847826820177,Computer Information Systems,0,1,0,1,1,P
9786,Outside NYC,23.677555713917172,4.409577846789592,14.589547640835269,Computer Information Systems,0,1,1,1,1,P
9787,Bronx,28.95164803263042,2.678024012235601,-3.904330069173975,Computer Information Systems,1,0,1,1,0,P
9788,Brooklyn,18.897664501592352,3.3270671432931933,-2.835426391007333,Computer Science,1,1,1,1,0,P
9789,Queens,25.642812116228306,3.3162969725191678,4.795612070785176,Computer Information Systems,1,1,1,0,1,P
9790,Outside NYC,21.512432967845093,2.685957617938678,5.628978971311962,Computer Information Systems,1,1,0,0,0,P
9791,Outside NYC,22.620795908219964,3.3134425457478165,12.516472578792293,Computer Information Systems,1,1,0,1,0,P
9792,Bronx,27.42750791785963,2.845341301609424,7.538800743450269,Computer Information Systems,1,1,0,1,0,P
9793,Outside NYC,22.957569984424058,3.2398142213061485,6.240915135608308,Computer Information Systems,1,1,1,1,0,P
9794,Queens,25.654547650989187,2.915895351467876,12.005273222586798,Computer Information Systems,1,1,1,1,1,P
9795,Bronx,21.61224794292206,2.8351752433055566,4.497056371725392,Computer Information Systems,1,0,1,1,0,P
9796,Staten Island,21.23707310904221,3.3750304965390767,-2.0580225895405366,Computer Information Systems,1,0,0,0,0,P
9797,Brooklyn,18.264505122022847,3.087994302729583,17.89306769113656,Computer Information Systems,0,1,1,1,0,P
9798,Brooklyn,25.357224629771192,4.029961452974,3.2809621746569766,Computer Information Systems,1,1,1,0,1,P
9799,Manhattan,21.733780276634388,3.8361430196281985,-0.02037812148583118,Computer Information Systems,1,1,1,1,1,P
9800,Bronx,21.04656799485163,2.995114276590831,16.686908353632305,Computer Information Systems,0,0,1,0,1,P
9801,Outside NYC,22.25794249571118,3.00160822035192,-2.3141474060807177,Computer Information Systems,1,1,1,0,0,P
9802,Outside NYC,23.47269983293954,3.360299987170343,10.364111747269003,Computer Information Systems,0,1,1,0,1,P
9803,Brooklyn,29.288047795394576,3.2183057503502126,10.711951899427316,Computer Science,0,0,1,1,1,P
9804,Outside NYC,26.302037051547618,3.727218355293144,5.657116080114228,Computer Science,1,1,1,1,0,P
9805,Outside NYC,24.039148079157037,3.3861637782177962,10.728453152797943,Computer Information Systems,0,1,0,1,1,P
9806,Outside NYC,20.393318293037524,3.272129614058501,9.291431369898,Computer Information Systems,0,1,0,1,0,P
9807,Bronx,23.86898820764283,3.589042462798446,14.971495532732176,Computer Information Systems,1,1,0,1,0,P
9808,Bronx,22.464770894503577,3.9417367625188877,9.949204182094636,Computer Information Systems,0,1,0,1,0,P
9809,Outside NYC,24.48531307882207,3.2767993867136536,-0.14948867921027453,Computer Information Systems,1,1,1,0,1,P
9810,Manhattan,18.70982110763113,3.909949867180559,4.085902655806777,Computer Information Systems,1,1,0,1,0,P
9811,Queens,21.03714994097388,2.46704802949408,4.9056833610611115,Computer Information Systems,0,1,1,1,0,P
9812,Bronx,19.351681344959854,3.230274343800256,2.7679335164021954,Computer Information Systems,1,1,1,1,1,P
9813,Queens,26.340411672179147,3.44479936741529,3.812120727777148,Computer Science,1,0,1,0,0,P
9814,Outside NYC,27.315586122974533,3.4041952957363244,0.24147495683583475,Computer Science,1,1,0,1,0,P
9815,Outside NYC,24.667777730840633,3.897849732693907,7.179169467270584,Computer Information Systems,1,0,0,0,1,P
9816,Outside NYC,21.18530805258363,2.126316987925623,8.601215944551106,Computer Information Systems,1,1,0,1,0,P
9817,Bronx,26.164087528696854,4.041427890056426,8.489504474606866,Computer Information Systems,1,0,1,0,1,P
9818,Manhattan,28.938231400738104,2.907176232162452,3.6133808043319133,Computer Information Systems,1,1,0,1,0,P
9819,Outside NYC,26.479691037626814,3.1263293650459576,-5.705283010069989,Computer Information Systems,1,1,1,0,1,P
9820,Outside NYC,19.96964948685916,4.5882024824333225,6.916219403403501,Computer Information Systems,1,0,0,1,1,P
9821,Outside NYC,24.39873465154562,3.0558156601444146,-1.3623625817751384,Computer Information Systems,1,1,0,1,1,P
9822,Queens,25.844156855819275,3.2769347439471446,4.304382792411149,Computer Information Systems,1,1,0,1,1,P
9823,Manhattan,22.069371195263734,3.3221520821971287,7.529052123151148,Computer Science,0,1,1,1,1,P
9824,Outside NYC,15.234526574700805,3.1199790875655125,3.882865507163215,Computer Information Systems,1,1,1,0,0,P
9825,Manhattan,26.77089772269782,3.3466679679810634,14.87533000355521,Computer Science,1,1,1,1,1,P
9826,Queens,24.0513642739097,2.411617048720303,9.739344065179969,Computer Science,1,0,1,0,0,P
9827,Brooklyn,22.820874509719907,2.923167700726021,2.9492555847740607,Computer Information Systems,1,1,0,0,1,P
9828,Queens,24.473456306780154,2.028917332710435,3.5268014125394607,Computer Information Systems,0,1,1,0,0,P
9829,Brooklyn,25.74528295078622,3.0875205559686627,1.508374456576984,Computer Information Systems,1,0,1,1,0,P
9830,Outside NYC,24.501749827437926,3.2850081902284036,4.757004835486476,Computer Information Systems,1,1,1,1,1,P
9831,Bronx,21.058480708785584,2.4892888755883606,4.8575668641108685,Computer Science,1,1,1,0,0,P
9832,Queens,18.723410072212978,3.918695525195461,9.778871199534928,Computer Information Systems,0,1,0,1,0,P
9833,Manhattan,20.356635645713293,3.69750261541299,5.432092258451132,Computer Information Systems,0,1,0,0,0,P
9834,Brooklyn,24.057191053198256,2.55797804963907,11.789921743190387,Computer Information Systems,0,0,1,1,0,P
9835,Brooklyn,27.009487899514003,2.716632173156706,3.7358730425086772,Computer Information Systems,0,1,0,0,0,P
9836,Brooklyn,25.399686289607438,2.2258909927655175,5.559621071293181,Computer Information Systems,1,1,1,0,0,P
9837,Outside NYC,24.28824206658138,2.756178324979349,2.24798539861487,Computer Information Systems,1,0,1,1,1,P
9838,Bronx,21.937375330030385,2.741683732076832,0.768159068651725,Computer Information Systems,1,1,0,1,0,P
9839,Brooklyn,25.071006465890804,3.9840363462445936,5.251386247592851,Computer Information Systems,0,1,1,1,1,P
9840,Queens,21.861275482316316,2.6274426859755975,13.800021097525361,Computer Information Systems,0,0,1,1,0,P
9841,Outside NYC,24.00902594609198,2.802789428685239,16.2123496014067,Computer Science,0,1,0,0,1,P
9842,Outside NYC,26.863427550855455,3.1038846381491627,5.498123733690002,Computer Information Systems,1,0,1,1,1,P
9843,Outside NYC,19.202471208256334,3.139750002035611,4.951324688382918,Computer Information Systems,1,0,0,1,0,P
9844,Queens,19.021440639277014,3.1329264830658703,0.3996642847869083,Computer Information Systems,0,1,1,1,1,P
9845,Outside NYC,17.200159166392808,2.417733353315565,-2.9669180487158187,Computer Information Systems,1,1,1,0,0,P
9846,Manhattan,27.45374131114071,3.2112106184671187,9.629595494309541,Computer Information Systems,1,1,1,1,0,P
9847,Manhattan,24.067877020441138,3.5998815544873377,7.4581249476292,Computer Science,1,1,0,1,1,P
9848,Outside NYC,22.205955744369543,2.441918402496719,4.708305949900433,Computer Science,1,1,0,1,1,P
9849,Outside NYC,25.309215762757155,3.4032186769737827,2.1166993915534666,Computer Information Systems,1,0,1,1,1,P
9850,Brooklyn,25.81766477308035,2.663774257112007,7.7376288405571865,Computer Information Systems,1,1,0,1,0,P
9851,Outside NYC,15.597871860321758,2.456332203734671,6.919369954622881,Computer Information Systems,1,1,1,1,0,P
9852,Outside NYC,13.19368557353217,3.2999695642428506,7.151208420911374,Computer Information Systems,0,0,1,1,0,P
9853,Bronx,22.21250962903513,3.702105282150532,6.842758656180683,Computer Information Systems,1,0,0,0,0,P
9854,Brooklyn,24.296110735408696,3.9268690234762955,6.974165892496345,Computer Information Systems,1,0,1,0,0,P
9855,Brooklyn,19.864381553160435,3.492128457147433,5.9454683487100075,Computer Information Systems,1,1,1,1,0,P
9856,Bronx,19.098907690278082,3.1594643252256995,4.5035503383708475,Computer Information Systems,1,1,1,0,0,P
9857,Manhattan,21.666802435423424,3.275159686743918,-1.0829484501891375,Computer Information Systems,0,0,1,0,1,P
9858,Bronx,27.20772567747716,2.2877224172428754,6.366917546523909,Computer Information Systems,1,0,1,1,0,P
9859,Outside NYC,21.504169871368664,3.236907004379978,-2.371723463845676,Computer Information Systems,1,1,1,1,1,P
9860,Queens,24.35595529540857,3.022529375056668,8.88429131257784,Computer Information Systems,1,0,1,0,0,P
9861,Outside NYC,31.65736371638131,4.165938454888398,8.544237615054238,Computer Information Systems,1,0,0,0,1,P
9862,Brooklyn,17.057327527091523,2.9692899000004203,2.757183227103829,Computer Information Systems,1,0,1,0,1,P
9863,Brooklyn,28.782773791740645,2.6972749605890542,9.401144345028571,Computer Information Systems,0,1,0,0,1,P
9864,Brooklyn,23.289733025072017,2.253963025943576,5.780534316967557,Computer Information Systems,1,0,0,1,1,P
9865,Brooklyn,23.60178361027766,3.435103265598121,13.370401673843135,Computer Information Systems,1,1,1,1,1,P
9866,Outside NYC,24.98035178714441,3.2943505411278213,6.69613009600006,Computer Science,0,1,1,1,0,P
9867,Queens,23.74555467943013,3.004923259831926,6.45937681740019,Computer Information Systems,0,1,1,1,0,P
9868,Brooklyn,29.486890947987295,4.006058691979428,3.885045129046678,Computer Information Systems,0,1,0,1,0,P
9869,Queens,28.126081914471488,3.5305153334400043,6.746316640898409,Computer Science,0,1,1,0,1,P
9870,Outside NYC,23.260910494492904,3.074119685885315,-4.5711628801783615,Computer Information Systems,1,1,0,0,0,P
9871,Outside NYC,24.552368798215717,4.140780763965744,9.449958762926048,Computer Information Systems,1,1,1,0,0,P
9872,Manhattan,20.79347105758489,2.9573588534808604,8.007495295955662,Computer Science,1,0,1,1,1,P
9873,Manhattan,27.721042032030738,2.9593236095674524,8.627511377002026,Computer Science,1,0,1,1,1,P
9874,Brooklyn,26.35066482027903,3.7170689667332266,6.917825143467626,Computer Information Systems,1,0,1,0,1,P
9875,Bronx,18.09795439028977,2.7565265817554745,6.147862934641628,Computer Information Systems,0,1,1,0,0,P
9876,Outside NYC,23.042121951325253,3.270011190976961,-0.9366909172163709,Computer Information Systems,1,0,1,1,1,P
9877,Manhattan,22.643060529150446,3.1101077436402895,6.343916108516201,Computer Information Systems,1,1,0,1,1,P
9878,Bronx,23.09420812644523,3.344221684078933,4.282748457765984,Computer Information Systems,1,0,1,0,0,P
9879,Outside NYC,21.747179475555267,3.5895439275947165,3.8098271811008506,Computer Information Systems,1,1,1,1,0,P
9880,Bronx,28.508660887073226,2.382854951148392,9.373313054821619,Computer Information Systems,1,0,1,0,0,P
9881,Brooklyn,25.56718556559946,3.616505848397889,8.34249242666781,Computer Science,0,1,1,0,1,P
9882,Brooklyn,17.351159132696644,4.168666161451779,15.80985478661889,Computer Science,0,0,0,1,0,P
9883,Outside NYC,26.182784348297687,3.754778138949147,3.3490699377299022,Computer Science,0,1,0,1,0,P
9884,Manhattan,24.786058520806808,3.2767299948798008,7.638373772090199,Computer Information Systems,1,0,0,0,1,P
9885,Brooklyn,30.735023992876734,3.390321905594183,6.701563902344465,Computer Science,1,0,1,0,1,P
9886,Queens,21.756961210003997,2.818910745273291,5.767372094445663,Computer Information Systems,1,1,1,1,0,P
9887,Bronx,21.630913247178842,3.0242311931055723,5.393386713420753,Computer Information Systems,1,0,0,0,0,P
9888,Outside NYC,31.808773040327566,2.5082180658960502,11.66861133928276,Computer Information Systems,1,0,1,1,0,P
9889,Brooklyn,24.48875492647659,4.397593366622987,2.4248012220348016,Computer Information Systems,1,1,1,0,0,P
9890,Manhattan,22.41674189867179,3.179327768983305,12.65148911560777,Computer Science,1,1,0,0,0,P
9891,Brooklyn,32.39516631873108,3.300412895152909,10.61237176003634,Computer Science,1,1,1,0,1,P
9892,Brooklyn,24.596893875647584,2.4224876733949006,6.0261690969751465,Computer Information Systems,0,1,0,0,1,P
9893,Manhattan,21.60161540318994,3.3985019843766495,2.7277596384369867,Computer Information Systems,1,1,1,1,0,P
9894,Brooklyn,25.18983203935244,2.9584155290085725,2.5847295832160273,Computer Information Systems,1,1,0,1,0,P
9895,Queens,30.472455354654443,4.119936339960839,4.485639343678744,Computer Science,1,1,1,1,1,P
9896,Bronx,25.40095935887077,2.760434818189525,6.508424250555578,Computer Information Systems,1,1,0,1,0,P
9897,Outside NYC,18.4862128706396,3.167365981459669,10.00712902145061,Computer Information Systems,1,1,1,1,0,P
9898,Manhattan,25.509939333043445,3.401020321729876,5.33952387577211,Computer Information Systems,1,0,0,1,1,P
9899,Outside NYC,22.746037152868304,3.184137554399049,4.875150415184322,Computer Information Systems,1,1,1,1,0,P
9900,Bronx,22.10978674215851,3.186675292492727,-6.999616252834713,Computer Information Systems,0,0,1,1,0,P
9901,Outside NYC,26.367504302809465,3.222008585581077,4.497955215909068,Computer Information Systems,1,1,0,0,1,P
9902,Outside NYC,19.791259032142715,2.00107220065017,6.646299944935913,Computer Science,1,0,1,1,0,P
9903,Brooklyn,26.842409393972726,3.725968782936485,2.9778772583596287,Computer Information Systems,1,0,1,1,1,P
9904,Outside NYC,22.412109245659412,3.862720745326927,6.850925633760996,Computer Science,1,1,1,1,1,P
9905,Brooklyn,22.26587660983446,3.137682306868437,3.5761649181722066,Computer Information Systems,1,0,1,1,0,P
9906,Manhattan,19.54856621257284,3.436184438898347,3.371053464430437,Computer Information Systems,1,1,1,0,0,P
9907,Manhattan,19.801620117710684,2.636819865538156,7.112991241854759,Computer Information Systems,1,0,1,1,0,P
9908,Outside NYC,19.079842040853663,1.9033067021471128,-0.9215394933451986,Computer Information Systems,1,1,0,1,1,P
9909,Bronx,23.37268601005573,3.518552836742593,9.174260732663392,Computer Information Systems,1,1,0,1,0,P
9910,Outside NYC,21.355353476844904,4.1189141669875955,0.12991754415001644,Computer Science,1,1,1,1,0,P
9911,Manhattan,21.671712237561888,2.1003778731774476,8.358331376178576,Computer Information Systems,1,1,0,0,1,P
9912,Queens,18.606825890870763,2.0206614957702786,16.718651336588035,Computer Science,0,1,1,0,1,P
9913,Outside NYC,23.253445267212165,2.884886956764151,6.167526104766234,Computer Information Systems,1,1,1,1,0,P
9914,Brooklyn,22.72457033890414,3.3086286544789245,7.6477116186941,Computer Information Systems,1,0,1,1,1,P
9915,Queens,19.265508309096965,2.7798215723889577,3.9630141686219917,Computer Information Systems,0,1,1,1,0,P
9916,Brooklyn,23.554898759607045,4.02540790856863,2.720555301106088,Computer Science,0,1,0,1,1,P
9917,Outside NYC,23.951816375606803,4.327986821968056,2.6053915613731844,Computer Information Systems,1,1,0,1,0,P
9918,Bronx,20.56570232138896,3.5816556173570735,15.677532750624891,Computer Information Systems,0,1,1,1,0,P
9919,Brooklyn,22.20279924892727,3.5472108687802675,-0.4974158912992488,Computer Science,0,1,1,1,0,P
9920,Brooklyn,23.30307782750448,2.49888682340778,13.733140797444946,Computer Information Systems,1,0,1,0,1,P
9921,Brooklyn,26.729270531734603,2.7274381535786194,7.983120293629111,Computer Science,1,1,0,0,1,P
9922,Manhattan,25.473149306995364,2.1679277122263265,16.34114288559566,Computer Science,0,1,1,1,1,P
9923,Queens,20.931289958603507,3.1290323130367725,11.238982027512012,Computer Information Systems,1,1,1,1,1,P
9924,Outside NYC,21.663093060745876,2.835560067831343,15.099894167790449,Computer Information Systems,1,1,1,1,0,P
9925,Outside NYC,21.826272834244755,3.5202771803717687,13.80118917247067,Computer Science,1,1,1,1,1,P
9926,Queens,19.93300858827432,3.3806672909673536,2.6970005822134313,Computer Information Systems,1,0,1,0,0,P
9927,Outside NYC,27.283573902579988,3.128003430359684,7.278441199422801,Computer Information Systems,1,1,0,1,1,P
9928,Bronx,20.926174900045364,3.5732451477006877,6.1889763362220584,Computer Information Systems,1,1,0,0,0,P
9929,Outside NYC,26.169332604454436,2.367079348093271,2.908413550160306,Computer Information Systems,1,1,1,1,0,P
9930,Bronx,24.135879545199586,3.0229172807260203,2.661544295722515,Computer Information Systems,1,1,1,0,1,P
9931,Queens,15.336952225025575,3.7249355086479254,-0.2273160008706787,Computer Information Systems,1,1,0,1,0,P
9932,Manhattan,23.54746353197761,3.0929901493502503,9.496837923719198,Computer Information Systems,1,1,1,1,1,P
9933,Outside NYC,24.455238382076494,3.500048426956858,8.598891765955997,Computer Science,1,1,0,1,0,P
9934,Manhattan,20.873930739348047,3.429574519166654,0.6254969514244184,Computer Information Systems,0,0,0,1,1,P
9935,Brooklyn,24.937419611873587,2.8706658125337325,7.170917203465165,Computer Information Systems,1,0,1,1,0,P
9936,Outside NYC,26.372760378145074,3.19439422581398,5.914167520631287,Computer Information Systems,1,0,1,1,0,P
9937,Outside NYC,23.759151348981874,2.0919779008816883,5.867037424652078,Computer Information Systems,1,0,1,0,0,P
9938,Brooklyn,20.351553445239315,3.0298325540071698,5.8612889411033695,Computer Information Systems,0,1,1,1,1,P
9939,Manhattan,25.578383965614577,2.631852310256631,7.088090119618505,Computer Information Systems,1,0,1,0,0,P
9940,Manhattan,25.90631714152017,2.7768895444836366,8.157595508373358,Computer Information Systems,1,1,0,1,1,P
9941,Queens,24.11190145567049,3.7696910784070745,18.95050489551624,Computer Information Systems,1,1,1,1,1,P
9942,Outside NYC,22.09930779431562,3.306537028952963,4.6114541566253155,Computer Science,1,1,0,0,0,P
9943,Brooklyn,26.241544964212604,1.831928595926701,7.175794852042793,Computer Information Systems,0,1,1,1,0,P
9944,Bronx,24.08958341277537,3.815532124868623,-1.5900928766698827,Computer Science,1,1,1,1,0,P
9945,Queens,31.544983693096704,3.4037142274370313,9.270772353659872,Computer Information Systems,0,0,0,1,1,P
9946,Bronx,20.081291032156205,3.208536336976155,6.8744717866713465,Computer Information Systems,0,0,1,1,1,P
9947,Outside NYC,24.47862707046884,3.8607392005956034,11.541881776695474,Computer Information Systems,0,0,1,1,1,P
9948,Brooklyn,24.179612085554126,3.380223946486484,5.610856337238377,Computer Information Systems,1,0,1,1,0,P
9949,Queens,20.755120191422723,2.4161002753181355,1.9519417082351413,Computer Science,1,1,1,1,1,P
9950,Outside NYC,18.679036341283442,2.6074410566310937,-9.529804430037773,Computer Information Systems,1,1,0,1,0,P
9951,Outside NYC,17.45500621623041,2.838360205857334,6.812533533428413,Computer Information Systems,1,0,1,0,0,P
9952,Outside NYC,29.57456243180959,2.9336461508517995,13.196716439287075,Computer Information Systems,0,0,0,1,0,P
9953,Outside NYC,27.048879754547556,3.8722531702347065,13.40864347553279,Computer Information Systems,0,1,1,1,0,P
9954,Brooklyn,23.009496443044757,3.611662083200612,5.950995443042697,Computer Information Systems,1,1,1,1,1,P
9955,Outside NYC,20.018434062580724,3.3965015717928573,10.59643712084689,Computer Science,1,1,0,0,0,P
9956,Brooklyn,27.588791315100647,2.641924373232905,12.253211014973566,Computer Information Systems,1,1,1,1,1,P
9957,Manhattan,29.01933124156359,3.2140007920379787,-1.9499642786344404,Computer Information Systems,0,0,1,1,1,P
9958,Outside NYC,22.600320289151572,2.029686989421717,10.335176452320619,Computer Information Systems,1,1,1,1,1,P
9959,Bronx,17.470775512654278,3.308634138526547,12.430773601115272,Computer Science,1,1,0,0,1,P
9960,Outside NYC,18.92843717145714,3.046905966915429,6.440387094816704,Computer Information Systems,1,0,1,1,0,P
9961,Outside NYC,32.2742427141688,3.5397629740785166,9.757512275525748,Computer Information Systems,1,1,0,1,1,P
9962,Staten Island,26.640251778837634,3.102512306363246,-0.5660584371729689,Computer Information Systems,1,1,0,0,0,P
9963,Queens,27.676206736985854,2.873415994515404,3.6959195406678673,Computer Science,1,1,0,1,0,P
9964,Brooklyn,29.81884211641208,3.2047561017619293,-0.21376332171755497,Computer Science,1,0,0,1,1,P
9965,Outside NYC,26.640625941056722,3.3410021925657767,11.063453889019161,Computer Information Systems,1,1,1,1,0,P
9966,Outside NYC,27.668494024645334,3.268699088545841,4.358646784356605,Computer Information Systems,1,0,1,1,1,P
9967,Bronx,23.392876706810604,3.4531946599343524,5.311770686423262,Computer Information Systems,1,0,0,0,0,P
9968,Manhattan,15.983536780102636,2.5280265031498317,13.936044419135676,Computer Science,1,1,0,1,1,P
9969,Bronx,20.084523518047085,2.5586340530236495,-7.481451981642129,Computer Information Systems,1,1,0,1,1,P
9970,Brooklyn,25.77088886306324,2.7740176691754703,3.6423666273918918,Computer Science,1,0,0,0,0,P
9971,Manhattan,27.38258239736563,3.4178037820112053,13.426064906263779,Computer Information Systems,0,0,0,1,1,P
9972,Bronx,25.002252579964832,1.8265884436899764,4.945338026087924,Computer Information Systems,0,0,0,0,1,P
9973,Bronx,20.831739749836277,3.608045490176587,-0.959565540142048,Computer Information Systems,0,0,1,0,0,P
9974,Bronx,19.567667102271116,2.249791438120218,6.287651795054083,Computer Science,1,0,1,1,0,P
9975,Brooklyn,22.608601598270173,2.7163851702485116,6.010581466930425,Computer Information Systems,0,1,1,1,0,P
9976,Bronx,22.53870745660154,4.199834296752874,9.164154179762622,Computer Information Systems,1,1,1,0,0,P
9977,Bronx,22.00657634958565,2.9718733814437446,13.32464213253956,Computer Information Systems,1,1,0,1,0,P
9978,Queens,18.427805655661473,2.4720789813461352,4.146596727765996,Computer Information Systems,0,1,1,0,1,P
9979,Brooklyn,25.102122461308596,2.8176854277620125,-4.911415571859692,Computer Information Systems,0,1,1,1,0,P
9980,Queens,19.764240274548946,3.5376415539163406,1.2881569063463933,Computer Science,1,1,1,1,0,P
9981,Brooklyn,22.099289564498054,2.92181636352565,15.679356186470283,Computer Information Systems,1,1,1,1,0,P
9982,Brooklyn,20.17733042688851,2.6321902020658157,5.759139884315923,Computer Information Systems,0,0,1,1,1,P
9983,Bronx,23.2926165933694,3.7971146800018936,-0.660538181421602,Computer Information Systems,1,1,1,1,0,P
9984,Manhattan,16.3904277736479,2.6052899087915584,6.602989299337835,Computer Information Systems,1,1,0,1,0,P
9985,Outside NYC,17.884870593609772,3.658139545056466,3.763188580078459,Computer Science,1,0,0,1,0,P
