index,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
11211,Bronx,18.02817336472988,2.877559128089381,9,Computer Information Systems,0,1,1,0,0,DWFI
14371,Bronx,27.551320555399045,3.0865444085651474,4,Computer Science,1,1,1,0,0,P
4962,Brooklyn,22.137415088517603,2.112681400008918,7,Computer Science,0,1,0,1,1,DWFI
13834,Staten Island,25.56030835208285,3.694785861963573,5,Computer Information Systems,0,0,0,0,1,P
14543,Outside NYC,30.556953239493566,3.134003893379787,10,Computer Information Systems,0,1,1,1,0,DWFI
2635,Brooklyn,22.533970075835363,3.681780341119729,2,Computer Science,1,0,1,1,1,P
14095,Brooklyn,16.005571890067117,2.617761063040304,3,Computer Information Systems,1,0,0,1,1,P
10199,Outside NYC,26.20449457973508,3.719958592274885,4,Computer Information Systems,0,1,0,0,0,P
10327,Brooklyn,21.375475552778735,2.1687162806761338,13,Computer Information Systems,1,1,1,1,0,DWFI
2532,Queens,23.096176263009887,2.626501698255029,1,Computer Science,1,0,1,0,0,P
13127,Manhattan,20.31699266515351,2.877256647032945,12,Computer Information Systems,0,1,1,1,1,DWFI
7406,Outside NYC,24.1081298954243,2.425316691294076,11,Computer Information Systems,1,1,0,0,1,DWFI
13884,Brooklyn,18.574005170427004,3.534163054391004,2,Computer Information Systems,1,0,0,0,0,P
10729,Manhattan,22.179257546488177,2.945908930640305,4,Computer Information Systems,0,0,1,0,0,P
3815,Outside NYC,17.79938996361647,2.58298527938404,3,Computer Information Systems,0,0,1,1,0,P
9855,Manhattan,18.97356074926843,2.924678905566437,4,Computer Information Systems,1,1,1,0,0,P
9310,Bronx,21.185352344741062,3.088589206443341,5,Computer Information Systems,1,1,1,1,0,P
13191,Staten Island,21.911384108494047,2.963055440208474,2,Computer Science,0,0,0,0,0,P
10997,Bronx,30.30725270723629,3.4537690102035445,13,Computer Science,0,1,1,1,1,DWFI
4811,Queens,28.60092223223425,3.419908570606224,3,Computer Information Systems,1,0,1,0,1,P
1068,Queens,29.227656328988232,2.843859931083038,2,Computer Information Systems,0,0,1,1,0,P
14064,Queens,26.38800310990438,2.90298486597976,11,Computer Information Systems,0,1,0,1,0,DWFI
11109,Brooklyn,26.67629938629877,2.8450160156398185,18,Computer Science,1,0,1,1,1,DWFI
10875,Outside NYC,24.175577386632096,3.687192195376232,3,Computer Information Systems,0,0,0,1,0,P
396,Outside NYC,28.305904520694448,3.1824201200619773,2,Computer Science,1,0,1,0,1,P
2443,Brooklyn,24.72063329378034,2.221031297793989,4,Computer Information Systems,1,1,1,1,0,P
15659,Manhattan,23.435306712816388,2.358637930378694,11,Computer Science,0,0,0,0,1,DWFI
2513,Queens,26.16675878563284,3.969063950849117,5,Computer Information Systems,1,1,1,0,0,P
12554,Manhattan,14.887159260529224,2.765413800017074,11,Computer Information Systems,1,1,1,1,1,DWFI
7740,Outside NYC,20.18744263466789,4.175690893228996,18,Computer Information Systems,0,1,0,1,1,DWFI
11156,Outside NYC,25.08757008764656,2.682985547178602,18,Computer Science,0,1,0,1,1,DWFI
5789,Outside NYC,31.45800869159376,2.548074637128712,4,Computer Information Systems,1,1,0,0,0,P
642,Outside NYC,26.070366215292665,2.857000923383346,1,Computer Information Systems,1,0,1,0,1,P
10774,Staten Island,24.349425717845712,2.70764778496578,9,Computer Science,0,0,1,0,0,DWFI
14547,Outside NYC,28.60786878839583,2.4263273341964977,3,Computer Information Systems,1,0,1,0,0,P
15436,Manhattan,21.557925780667865,3.283293381148249,6,Computer Science,0,0,1,0,1,P
14464,Outside NYC,25.74945186789521,2.9932013371502126,4,Computer Information Systems,1,1,1,1,0,P
4891,Brooklyn,14.036684670731589,2.098758841271853,16,Computer Information Systems,1,1,1,1,1,DWFI
1902,Bronx,30.42767185902156,2.994800706867065,0,Computer Information Systems,0,0,1,1,0,P
12531,Manhattan,20.023568201628624,2.8170686268409453,2,Computer Science,0,0,0,1,1,P
8178,Manhattan,22.579988012480133,3.068901698158159,12,Computer Information Systems,1,0,1,1,1,DWFI
8016,Queens,20.85063286968519,2.2662342614890445,23,Computer Science,1,0,1,1,0,DWFI
1961,Bronx,27.003984029132823,3.6822636325021674,6,Computer Science,0,1,1,1,0,P
4112,Manhattan,22.00842999704984,2.7220696483946822,17,Computer Science,1,0,1,0,1,DWFI
11386,Queens,23.10282890917904,2.669594554579552,19,Computer Science,0,1,1,0,0,DWFI
14927,Brooklyn,22.24836386874748,2.8472553186592178,15,Computer Information Systems,1,1,0,1,1,DWFI
14838,Outside NYC,24.606491016964583,2.9487354635199763,2,Computer Science,1,1,0,1,1,P
6856,Outside NYC,26.180179559533915,3.979795696040577,2,Computer Information Systems,1,1,0,0,0,P
15234,Outside NYC,20.26241329685182,3.170346177882395,4,Computer Information Systems,1,0,1,0,0,P
14043,Outside NYC,23.23939569199207,2.8784920440693003,2,Computer Information Systems,0,1,0,0,0,P
16572,Brooklyn,21.54995134762295,3.0934912591816146,17,Computer Information Systems,1,1,1,0,0,DWFI
1375,Manhattan,23.72127349194169,2.6755187539149894,3,Computer Science,0,1,0,0,1,P
13234,Outside NYC,21.503700662424222,2.74117975542454,13,Computer Information Systems,0,1,0,1,0,DWFI
936,Queens,24.400818287035413,3.728614964985108,2,Computer Information Systems,1,0,1,0,1,P
3822,Manhattan,21.650648949286545,3.50384838314866,3,Computer Information Systems,1,0,0,0,1,P
642,Brooklyn,22.337661560395308,3.197941380048711,1,Computer Information Systems,1,0,0,0,0,P
16022,Outside NYC,28.252250934465188,3.494807085137081,15,Computer Information Systems,0,1,1,1,0,DWFI
181,Brooklyn,27.01418787013768,3.6476903780955303,1,Computer Information Systems,1,0,0,0,1,P
6702,Brooklyn,24.67156871786885,2.7977222184958244,11,Computer Science,1,1,1,1,1,DWFI
4407,Manhattan,23.445766193824745,3.850656813328565,4,Computer Information Systems,0,1,1,0,0,P
5790,Outside NYC,25.56171377034864,3.17934030301762,1,Computer Information Systems,1,1,1,1,0,P
989,Bronx,25.57049967308913,3.722131499814874,4,Computer Information Systems,1,0,0,0,0,P
7763,Outside NYC,26.08644195220188,2.734197405720236,3,Computer Science,1,0,0,1,0,P
2218,Brooklyn,24.764471019849864,3.2917883245064914,3,Computer Information Systems,1,0,1,0,0,P
7188,Bronx,20.54446865486675,2.198866057098864,18,Computer Information Systems,0,1,0,1,1,DWFI
1789,Bronx,17.843596302982952,2.2271910729770124,2,Computer Information Systems,1,0,0,0,1,P
14965,Outside NYC,17.740119640978858,2.365533128033756,15,Computer Information Systems,1,1,0,1,0,DWFI
10609,Staten Island,18.737136571443312,2.2811379319336185,3,Computer Science,1,1,0,0,1,P
5206,Manhattan,19.591310944054623,2.6822214363310413,16,Computer Information Systems,1,1,1,1,0,DWFI
12854,Outside NYC,26.924839790364963,2.3915516586975727,3,Computer Information Systems,1,1,0,0,1,P
10114,Outside NYC,26.6345148804828,2.867027094174183,2,Computer Information Systems,1,0,1,0,1,P
10712,Manhattan,27.95016034528786,1.8416321743735364,3,Computer Science,1,0,1,0,1,P
16182,Brooklyn,17.355208769114487,2.7672458992197213,15,Computer Science,1,0,0,1,1,DWFI
4574,Outside NYC,22.33553688044375,2.731022962717048,2,Computer Science,1,1,1,1,0,P
15269,Bronx,34.163717815962315,3.1488919360530474,2,Computer Science,0,1,0,0,0,P
6125,Outside NYC,22.682660614510443,2.896929257123903,10,Computer Information Systems,1,0,1,0,1,P
482,Bronx,28.80618931638128,2.995090930832966,2,Computer Information Systems,1,1,1,1,1,P
1931,Outside NYC,25.415833110915926,3.4230944003347075,3,Computer Information Systems,1,1,0,1,0,P
15613,Outside NYC,33.54086621453174,2.1859411067075314,11,Computer Science,1,0,1,1,1,DWFI
16599,Outside NYC,18.624640927841245,2.5526183031100147,8,Computer Information Systems,0,1,0,1,1,DWFI
16014,Manhattan,28.533118892299235,2.942325244799457,14,Computer Science,0,0,0,1,1,DWFI
13732,Manhattan,23.51629313867344,2.775234169216873,23,Computer Information Systems,0,1,0,1,1,DWFI
3492,Outside NYC,19.506675113801776,2.45976658852982,1,Computer Information Systems,0,0,1,0,1,P
7368,Outside NYC,22.71716766494027,4.4155904597483415,4,Computer Science,0,1,0,0,0,P
1101,Brooklyn,24.765984448248595,2.44080784331924,3,Computer Information Systems,1,0,0,0,0,P
13309,Outside NYC,14.692204505565996,2.628807190833041,14,Computer Information Systems,0,1,0,1,0,DWFI
10238,Bronx,23.781928549322792,2.6006591158291528,10,Computer Science,1,1,1,0,1,DWFI
1641,Outside NYC,26.54795362321251,3.1777792129456994,4,Computer Information Systems,1,1,1,1,0,P
13679,Bronx,24.186608390849912,2.9749624265891166,6,Computer Science,0,0,1,1,1,P
9305,Manhattan,24.456361615325417,3.031861978640661,3,Computer Science,0,1,0,0,1,P
615,Outside NYC,19.266181621142454,3.4858761783027927,5,Computer Information Systems,0,0,0,0,0,P
6709,Manhattan,26.595525620056964,2.276787174883657,10,Computer Science,0,1,1,1,1,DWFI
3236,Queens,28.713583871253668,3.0492193266881795,2,Computer Information Systems,1,0,1,0,0,P
14526,Brooklyn,25.294681962035497,2.518904375070906,1,Computer Science,1,1,1,1,1,P
13634,Outside NYC,24.05742274329701,2.8776798998484616,7,Computer Information Systems,1,1,1,1,1,DWFI
5213,Brooklyn,24.225855825426667,2.8561169171517085,4,Computer Information Systems,1,0,0,1,0,P
926,Bronx,24.906989584221616,2.7714196422063573,4,Computer Information Systems,1,1,0,1,1,P
14168,Queens,28.42914761641492,2.5974167858379,1,Computer Information Systems,1,1,0,0,1,P
15388,Bronx,21.731349801640583,2.1216146936756743,23,Computer Science,0,1,1,1,1,DWFI
15324,Queens,27.13381033215263,3.101242079256122,2,Computer Information Systems,0,0,1,1,1,P
3489,Manhattan,24.93436848855381,2.993223608718175,1,Computer Science,1,1,1,0,1,P
11035,Manhattan,23.359041266300547,3.205107662951165,5,Computer Science,0,0,0,1,1,P
2382,Brooklyn,22.60697421965578,3.3016846797088606,4,Computer Information Systems,0,1,0,0,1,P
3878,Outside NYC,27.119421607350997,2.3208971727878582,4,Computer Information Systems,1,0,0,1,0,P
15637,Brooklyn,21.04356974618268,2.848582121188653,1,Computer Information Systems,1,1,0,0,0,P
13512,Staten Island,31.95952091074946,3.1362056406168257,21,Computer Information Systems,0,1,1,1,1,DWFI
13862,Outside NYC,27.871116648634963,3.819558154398478,3,Computer Information Systems,1,0,0,0,0,P
15976,Bronx,21.728311800867683,3.356927073491708,7,Computer Information Systems,1,0,1,0,1,P
8801,Brooklyn,23.24893066988958,3.690196339004266,5,Computer Information Systems,0,0,0,0,0,P
4675,Outside NYC,24.00695766659529,3.4372322293590543,11,Computer Information Systems,1,1,0,1,1,DWFI
8462,Brooklyn,25.753031504567996,2.7804989404814884,15,Computer Information Systems,1,1,1,1,1,DWFI
6189,Brooklyn,28.246378429862865,2.302494942570395,3,Computer Information Systems,1,0,1,0,0,P
5428,Outside NYC,34.14628295375866,3.143293272186804,1,Computer Information Systems,1,0,1,0,1,P
12626,Outside NYC,19.706052547115075,3.354677363145744,6,Computer Information Systems,0,1,1,0,1,P
11299,Outside NYC,25.125567645443397,2.957247845600281,1,Computer Science,1,1,0,0,0,P
5981,Outside NYC,29.84095049561526,3.117829175057503,4,Computer Information Systems,1,1,1,1,1,P
1448,Outside NYC,21.49236716363633,2.5954917651266056,3,Computer Information Systems,1,0,0,0,1,P
10388,Brooklyn,24.40473799582998,2.8636814584921453,3,Computer Information Systems,1,0,0,1,0,P
10789,Manhattan,17.57837936311835,2.2451536992971164,13,Computer Information Systems,1,0,0,0,1,DWFI
459,Outside NYC,23.977203734649507,3.4784171639548176,5,Computer Science,0,0,1,0,0,P
15795,Bronx,27.024077875266048,2.9543340335700696,4,Computer Science,1,1,0,0,1,P
13594,Bronx,26.145267889640383,2.745064429675731,14,Computer Information Systems,0,1,1,1,0,DWFI
12108,Brooklyn,24.94243517423743,3.115147823671549,7,Computer Information Systems,0,0,1,1,0,P
787,Bronx,28.48017623329944,2.18203595328464,1,Computer Science,1,0,1,0,0,P
7884,Manhattan,16.43620983068461,2.3778148674951822,14,Computer Science,0,1,1,1,1,DWFI
16101,Brooklyn,26.70262747053635,3.5628962822263275,6,Computer Information Systems,0,1,1,1,1,DWFI
8468,Brooklyn,25.279502262841355,2.2762688924004686,4,Computer Science,1,0,1,0,1,P
1972,Queens,19.35251028189402,3.081962537607332,2,Computer Science,1,1,1,0,1,P
8596,Outside NYC,19.307232251961068,3.711508434090293,3,Computer Science,0,0,0,1,0,P
11676,Outside NYC,23.707444605245023,3.571035580433393,0,Computer Information Systems,1,1,1,1,1,P
3903,Manhattan,23.51981906496598,2.6067360247959166,2,Computer Information Systems,0,0,0,1,1,P
16611,Manhattan,22.72595279749272,2.5044720294360503,15,Computer Information Systems,1,1,1,1,1,DWFI
15615,Outside NYC,19.36232191449533,2.334290870858656,4,Computer Information Systems,1,1,0,1,1,P
9080,Bronx,18.79556207034231,3.157755463730739,13,Computer Science,0,1,1,1,1,DWFI
4542,Bronx,22.822373915823,3.160352444618585,13,Computer Science,1,1,0,1,0,DWFI
2655,Brooklyn,21.147671116917653,3.094229203419503,3,Computer Information Systems,0,0,1,1,0,P
325,Outside NYC,22.24540510746415,2.909279796541416,2,Computer Information Systems,0,0,1,1,1,P
7528,Brooklyn,18.72207830463037,2.194947329113785,1,Computer Information Systems,0,0,1,0,0,P
8196,Outside NYC,24.079347331437432,3.7420938474387873,2,Computer Information Systems,0,1,1,0,0,P
14167,Queens,23.83500407009808,3.361223802640836,17,Computer Information Systems,1,1,1,1,1,DWFI
8649,Outside NYC,27.026814846248463,3.779358237538644,6,Computer Information Systems,1,1,1,0,1,P
11370,Outside NYC,17.395958143004336,2.658398230409965,2,Computer Information Systems,1,0,1,1,1,P
340,Brooklyn,25.05687289357467,2.198049451685516,8,Computer Information Systems,1,0,1,0,1,P
12396,Queens,22.6109218048148,3.2934710514587526,16,Computer Science,1,1,1,1,0,DWFI
13698,Outside NYC,26.46575245895222,3.4175827295124117,2,Computer Science,1,1,0,0,1,P
3548,Queens,27.073641041783716,2.685522893519408,2,Computer Information Systems,1,0,1,1,0,P
3990,Bronx,27.32502476080231,3.6975481221568,2,Computer Information Systems,1,0,0,0,0,P
12411,Outside NYC,21.273740706625997,2.8377910642087025,15,Computer Science,1,1,1,1,1,DWFI
8438,Outside NYC,22.146202412656084,2.3954431928121376,11,Computer Science,0,1,1,1,1,DWFI
1539,Outside NYC,30.302653513033487,3.369079337869252,1,Computer Science,1,1,1,0,1,P
9881,Outside NYC,22.64570744451627,1.7160557494124398,17,Computer Information Systems,1,1,1,1,0,DWFI
12741,Brooklyn,24.452254463144182,2.629745759399462,14,Computer Information Systems,0,1,0,0,1,DWFI
14509,Brooklyn,18.65742703433036,2.3264119517620183,5,Computer Science,1,1,1,0,0,P
9075,Outside NYC,24.029727545348063,2.8121800526231606,2,Computer Information Systems,0,0,0,0,1,P
7860,Bronx,23.137308305147517,3.0461591134330366,16,Computer Information Systems,0,0,0,1,0,DWFI
13088,Brooklyn,21.384335773738133,2.748971606040902,13,Computer Science,1,1,1,1,1,DWFI
11260,Queens,19.54123361840742,3.2823253769816048,23,Computer Information Systems,0,1,1,1,0,DWFI
4068,Outside NYC,21.251832308118534,2.682857384710876,3,Computer Science,1,1,1,0,0,P
14668,Bronx,18.84533935730126,3.0167846365669653,11,Computer Information Systems,0,1,0,0,1,DWFI
4967,Outside NYC,13.751577958384754,3.063876688677795,9,Computer Information Systems,0,0,1,1,1,DWFI
14437,Brooklyn,23.99902866662037,2.4294785219606174,16,Computer Science,1,0,1,0,0,DWFI
9440,Outside NYC,20.178509239976467,2.60398043954041,9,Computer Information Systems,0,0,0,1,0,DWFI
9481,Outside NYC,16.872603424690674,2.671675743588484,15,Computer Information Systems,1,1,0,0,1,DWFI
16098,Queens,17.348118312237855,3.506634805126521,13,Computer Science,1,0,1,1,1,DWFI
8366,Outside NYC,23.83263863511079,2.936969139113154,1,Computer Information Systems,1,0,0,0,0,P
14666,Queens,25.976845995779502,2.351039548521067,5,Computer Information Systems,1,0,0,0,0,P
14015,Outside NYC,15.747893373624208,3.485482845445526,13,Computer Information Systems,0,1,0,1,1,DWFI
5072,Manhattan,11.584819141314084,2.2677777483046966,9,Computer Science,0,0,0,1,1,DWFI
9465,Outside NYC,20.13260583577832,2.772956849027304,14,Computer Science,1,1,0,1,0,DWFI
6198,Bronx,17.20366049325339,2.6867178291086224,1,Computer Science,1,0,1,0,0,P
8570,Manhattan,17.92728816951316,2.411448300825396,27,Computer Information Systems,1,1,1,1,1,DWFI
3713,Brooklyn,22.209998645649247,3.034824423926481,0,Computer Information Systems,1,0,1,0,0,P
16940,Queens,20.024264746664493,2.0456458259345545,20,Computer Information Systems,1,1,0,0,1,DWFI
2106,Bronx,25.722293322712968,3.8373668512406423,5,Computer Information Systems,1,1,0,0,0,P
1017,Bronx,21.696939511896304,2.3820162148935395,3,Computer Information Systems,0,1,1,0,0,P
7270,Outside NYC,21.719281554458323,3.351683204106116,3,Computer Science,1,0,1,0,1,P
7575,Outside NYC,21.420994835174923,2.9973342373893908,4,Computer Science,1,1,0,0,0,P
7346,Outside NYC,24.401774631146704,3.0925313921467588,9,Computer Information Systems,1,1,1,0,1,DWFI
5389,Manhattan,12.507041640213536,2.4190839761586576,16,Computer Information Systems,0,0,1,1,0,DWFI
2108,Outside NYC,23.44848572467048,3.3639860377236053,1,Computer Information Systems,0,0,1,0,1,P
7448,Queens,24.48490249672698,3.095481096139832,3,Computer Science,0,1,1,0,1,P
4838,Outside NYC,24.19730599056098,3.02353822960208,18,Computer Information Systems,1,0,0,1,1,DWFI
13171,Outside NYC,24.786224444145432,3.026578326378224,4,Computer Science,1,0,1,1,0,P
1042,Outside NYC,25.458382251877865,3.3450034127859385,7,Computer Information Systems,0,0,1,1,1,P
2780,Outside NYC,19.78042334214981,2.9535855873085604,6,Computer Science,1,1,1,0,0,P
16131,Manhattan,22.74919741900432,2.8766758976061624,2,Computer Information Systems,0,1,0,0,0,P
2308,Outside NYC,26.20925081600433,2.701205770093549,0,Computer Science,1,1,1,0,0,P
5089,Outside NYC,24.98144485942491,3.89415226714456,4,Computer Science,0,0,0,0,1,P
4836,Brooklyn,22.25944284231234,2.699424168155195,15,Computer Science,0,1,1,0,0,DWFI
14250,Outside NYC,26.14966799996176,3.2571489582030995,13,Computer Science,0,0,1,0,1,DWFI
5289,Manhattan,16.938208517538243,2.6029548630621457,13,Computer Science,1,1,1,1,1,DWFI
12281,Manhattan,22.446574663354067,1.7075868063547437,10,Computer Science,1,1,1,1,1,DWFI
2175,Brooklyn,20.19389339244297,3.0558198362234665,7,Computer Information Systems,1,1,0,0,0,P
4572,Outside NYC,25.581654116475,2.964645401603405,5,Computer Information Systems,1,0,1,1,0,P
12091,Brooklyn,18.241102499411674,3.146221390439187,16,Computer Information Systems,1,1,1,1,1,DWFI
14870,Staten Island,8.739979587989849,3.792841699086381,12,Computer Science,0,1,0,1,1,DWFI
15038,Brooklyn,20.19460522903472,3.4076683651897115,4,Computer Information Systems,0,1,1,0,0,P
6291,Brooklyn,19.499365998426228,3.213811056302335,0,Computer Science,1,1,0,0,0,P
14729,Outside NYC,24.06871147818606,2.9696117901758297,5,Computer Information Systems,1,0,0,1,1,P
4682,Outside NYC,25.04336378017361,3.0060693062580626,19,Computer Science,0,0,1,0,1,DWFI
11176,Outside NYC,17.52206880852824,3.414685065030174,7,Computer Information Systems,1,1,0,0,0,P
16917,Outside NYC,15.534849222928948,3.339386942960826,16,Computer Information Systems,1,0,1,1,1,DWFI
9478,Queens,24.378221447391702,3.0217617956494376,4,Computer Information Systems,1,1,0,0,0,P
11305,Manhattan,26.526667178734083,1.6800521469169487,14,Computer Science,0,1,1,0,0,DWFI
1235,Queens,25.265886263168877,3.432070311128689,5,Computer Information Systems,0,0,1,1,0,P
8987,Outside NYC,18.47817378657574,2.774934591983461,10,Computer Information Systems,0,0,1,1,1,DWFI
6815,Brooklyn,21.3594875758748,2.793355565063543,4,Computer Information Systems,0,0,0,0,1,P
1982,Brooklyn,27.72808370994004,3.130300647594234,2,Computer Information Systems,1,1,0,0,0,P
15683,Outside NYC,24.13961176057253,3.046537932527762,15,Computer Science,1,0,1,0,1,DWFI
3183,Queens,21.281253442051295,3.3790310871012137,1,Computer Information Systems,1,1,0,0,1,P
14648,Brooklyn,22.212379704450907,2.682173601333994,19,Computer Information Systems,1,0,1,1,0,DWFI
9565,Brooklyn,17.467320168481365,2.5992083347286723,16,Computer Information Systems,1,1,1,1,1,DWFI
4573,Outside NYC,20.137727251688965,3.2000895806974032,16,Computer Information Systems,1,1,1,1,1,DWFI
6422,Outside NYC,16.914927987427408,2.2157555210876474,14,Computer Information Systems,0,1,1,0,1,DWFI
12767,Brooklyn,27.910004060921917,2.711333348133407,10,Computer Information Systems,0,1,0,1,1,DWFI
5636,Manhattan,24.17814281008818,2.8452259672060505,10,Computer Science,1,1,0,1,0,DWFI
9048,Staten Island,24.916359420051155,2.218310106985979,5,Computer Information Systems,1,1,1,0,0,P
9545,Outside NYC,16.5818822451997,3.287076026368409,13,Computer Information Systems,0,1,1,1,1,DWFI
16358,Outside NYC,18.97939556767945,2.224061158751653,16,Computer Information Systems,0,0,1,1,0,DWFI
119,Outside NYC,24.405320572926573,2.489086831047401,5,Computer Science,1,0,1,0,1,P
13143,Bronx,20.83955759622573,2.5984006805559434,1,Computer Information Systems,1,0,0,0,1,P
2248,Outside NYC,26.95491414603398,3.149804060452116,2,Computer Science,0,0,0,0,1,P
14637,Outside NYC,28.531397883422827,2.776297643465186,4,Computer Information Systems,1,1,1,0,0,P
13610,Outside NYC,21.15454917687615,3.1720610642320275,4,Computer Science,0,0,0,0,0,P
12627,Manhattan,25.41117619815119,3.4220255559560706,4,Computer Science,0,0,0,0,0,P
3043,Queens,24.473661974468666,3.312673680346357,1,Computer Information Systems,1,0,0,0,0,P
7711,Outside NYC,32.6145500529428,3.0515198814157105,1,Computer Information Systems,1,0,1,1,1,P
14329,Outside NYC,17.46339971582242,2.7427528052647374,2,Computer Information Systems,0,1,0,1,1,P
9016,Outside NYC,18.388892089414625,2.608173402750846,14,Computer Science,1,1,1,0,1,DWFI
11222,Bronx,30.949956147870964,3.3720817471424533,4,Computer Science,1,0,1,0,1,P
12787,Bronx,21.42850205590552,4.65619979864057,4,Computer Information Systems,1,1,1,0,1,P
2693,Queens,20.859945641468244,3.736674457616432,3,Computer Information Systems,1,0,0,1,0,P
6342,Staten Island,18.045361470085624,2.766959002398864,18,Computer Science,1,0,1,1,0,DWFI
4271,Queens,20.77397878236232,3.204646425566197,4,Computer Information Systems,1,1,0,1,1,P
13107,Outside NYC,17.199864685883476,1.6041008818902582,16,Computer Information Systems,0,1,0,1,1,DWFI
352,Outside NYC,28.674651181035628,3.1580270264614114,2,Computer Information Systems,1,1,0,1,1,P
6918,Outside NYC,22.716687492690063,2.7734157945159126,16,Computer Information Systems,0,1,1,1,1,DWFI
8244,Brooklyn,22.46179552649765,3.312146699791116,10,Computer Information Systems,0,1,1,1,1,DWFI
14025,Brooklyn,24.57803351554932,2.809344245811659,15,Computer Information Systems,0,1,0,1,0,DWFI
7564,Staten Island,21.39597646418906,2.078125293720689,15,Computer Science,1,1,1,1,1,DWFI
15464,Brooklyn,19.13208185994099,2.7083457691615744,14,Computer Information Systems,0,1,1,1,1,DWFI
5018,Outside NYC,22.94825179112101,2.9215444871260683,11,Computer Information Systems,0,1,1,1,1,DWFI
3269,Outside NYC,23.336631908557912,3.072293860403633,4,Computer Information Systems,0,0,0,0,0,P
8625,Brooklyn,25.7358363840768,2.898573796882756,2,Computer Information Systems,0,0,1,0,1,P
8822,Outside NYC,19.00031053540169,3.2376165321464403,10,Computer Science,1,1,1,1,1,DWFI
6934,Outside NYC,20.24322218862659,2.543858590905289,16,Computer Information Systems,0,1,1,1,1,DWFI
239,Queens,29.70404552944081,3.138193812950169,1,Computer Science,1,1,1,1,1,P
12119,Bronx,28.476547094643944,2.731852881002709,20,Computer Science,0,0,1,0,1,DWFI
6952,Outside NYC,19.23038129751126,3.3457660749871816,14,Computer Information Systems,0,1,0,1,1,DWFI
6329,Outside NYC,27.439092297973552,2.555830054367709,19,Computer Science,1,1,1,1,1,DWFI
14813,Outside NYC,29.77003132841285,3.238940896860428,10,Computer Information Systems,1,1,0,0,0,DWFI
15264,Outside NYC,26.803226949244944,1.802469086149702,19,Computer Information Systems,0,1,0,1,1,DWFI
15713,Staten Island,23.057557773200365,2.205926172176182,12,Computer Information Systems,1,1,0,0,0,DWFI
11611,Outside NYC,25.43255375910203,3.828622181836339,4,Computer Information Systems,0,0,1,1,0,P
16977,Outside NYC,16.666423423127473,3.8058129546626622,15,Computer Science,0,0,1,1,1,DWFI
9723,Bronx,18.71414438720832,3.0935860432851108,5,Computer Information Systems,1,1,1,0,1,P
14325,Bronx,24.426155007596726,2.100082481750136,6,Computer Information Systems,0,0,0,0,0,P
16213,Brooklyn,28.29372548534648,2.315706267348544,17,Computer Science,0,1,1,1,1,DWFI
2298,Brooklyn,19.872250095165075,2.7655331895680897,3,Computer Information Systems,1,1,0,0,0,P
14494,Bronx,20.711853615968224,3.235784992041362,2,Computer Science,1,0,1,0,0,P
10748,Outside NYC,27.53680169186957,2.94540694753954,4,Computer Information Systems,1,0,0,1,0,P
881,Brooklyn,28.36546220735663,2.562703903658888,1,Computer Information Systems,1,0,1,1,0,P
11654,Outside NYC,20.449159944548903,3.42860729153316,4,Computer Information Systems,1,1,1,0,0,P
9280,Outside NYC,23.88291875272727,2.876611012088376,15,Computer Information Systems,1,1,1,1,1,DWFI
2505,Brooklyn,22.40744234001211,2.949769131218484,3,Computer Information Systems,0,0,1,1,0,P
15340,Queens,26.510307289093436,2.839259974092157,2,Computer Information Systems,1,1,0,0,1,P
4603,Outside NYC,26.028687568288436,3.594775292304016,6,Computer Science,0,0,1,0,0,P
245,Outside NYC,24.98601717432499,3.3288122444050288,3,Computer Information Systems,0,1,1,0,1,P
13895,Manhattan,16.821245349672814,2.68806740054052,12,Computer Science,1,1,1,1,0,DWFI
3977,Brooklyn,19.608061459169765,2.875796631320508,1,Computer Information Systems,0,1,1,0,0,P
174,Outside NYC,23.50344774984354,3.1538681910353947,2,Computer Information Systems,1,0,1,1,1,P
2906,Outside NYC,27.4053248241401,2.795291520347569,4,Computer Science,1,0,0,1,0,P
1445,Outside NYC,28.112832355881125,3.242100328491886,5,Computer Information Systems,1,1,0,0,0,P
7260,Outside NYC,23.348230719541288,2.821441379210496,14,Computer Information Systems,0,1,0,0,1,DWFI
14120,Manhattan,29.1359513803043,2.4666862033288184,13,Computer Science,1,0,1,1,1,DWFI
2112,Outside NYC,25.48169224176692,2.9269742566072336,3,Computer Information Systems,1,0,0,1,1,P
6808,Outside NYC,22.375181111856374,2.624918204301767,12,Computer Information Systems,0,1,1,1,0,DWFI
2761,Manhattan,29.5531271000286,2.8238574989492644,3,Computer Information Systems,0,1,0,0,1,P
3395,Brooklyn,23.0747272862098,4.097374939293352,2,Computer Information Systems,0,0,1,0,1,P
5788,Manhattan,16.155264828800426,2.65316363623754,13,Computer Science,1,1,1,1,1,DWFI
8174,Manhattan,20.292333260643357,2.2084341890297914,11,Computer Science,1,1,1,1,0,DWFI
5061,Manhattan,22.021006911196555,2.8468831854971635,3,Computer Information Systems,0,0,1,0,0,P
15566,Brooklyn,22.362585685379265,3.163468168365632,7,Computer Information Systems,1,0,0,1,1,P
12710,Outside NYC,17.17486160730946,3.080391170239519,22,Computer Information Systems,0,0,1,1,1,DWFI
3441,Brooklyn,21.80767254230773,3.9193057073544666,3,Computer Information Systems,1,1,0,1,1,P
3232,Queens,30.11807595935516,3.38927871705595,3,Computer Science,1,1,0,0,1,P
